food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,food_category,Protein,Dietary Fiber,Sodium,Cholesterol,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,is_vegan,is_vegetarian,is_eggetarian,is_non_veg,is_high_protein,is_low_carb,is_high_fiber,protein_per_cal,fiber_per_cal,sugar_per_cal,fat_per_cal
kelp,2,0.067,0.037,0.064,0.044,0.5,0.069,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.138,0.3015
shallots raw,18,0.061,0.041,0.015,0.074,4.2,2.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.4444444444444444,0.030499999999999996
bamboo shoots raw,49,0.5,0.1,0.054,0.2,9.4,5.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.44081632653061226,0.09183673469387756
jute cooked,32,0.2,0.004,0.022,0.022,6.3,0.9,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.1125,0.05625
red lettuce,4,0.08,0.036,0.056,0.024,0.6,0.1,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.1,0.18
broccoli cooked,98,1.1,0.2,0.1,0.5,20.1,3.9,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.15918367346938775,0.10102040816326531
romanesco raw,20,0.2,0.038,0.085,0.006,3.9,1.9,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.38,0.09
eggplant raw,115,0.8,0.2,0.047,0.3,26.9,16.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,0.0,0.0,0.5634782608695652,0.06260869565217392
leeks raw,54,0.3,0.049,0.076,0.1,12.6,3.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.25925925925925924,0.049999999999999996
lemongrass citronella,5,0.076,0.067,0.091,0.082,1.2,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.13679999999999998
pumpkin cooked,49,0.2,0.019,0.1,0.085,12.0,5.1,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.4163265306122449,0.036734693877551024
celery cooked,7,0.098,0.064,0.018,0.024,1.5,0.9,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.5142857142857143,0.126
serrano pepper,2,0.075,0.072,0.002,0.028,0.4,0.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.4,0.33749999999999997
nopales raw,14,0.063,0.018,0.039,0.044,2.9,1.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.2857142857142857,0.040499999999999994
sweet potato leaves cooked,22,0.2,0.099,0.008,0.006,4.7,3.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.6363636363636364,0.08181818181818182
eggplant cooked,33,0.2,0.049,0.056,0.09,8.1,3.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,0.0,0.0,0.3878787878787879,0.05454545454545455
asparagus cooked,3,0.074,0.004,0.0,0.063,0.6,0.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.26666666666666666,0.22199999999999998
rutabaga cooked,72,0.4,0.007,0.037,0.2,16.4,9.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.5277777777777778,0.05
parsnips raw,128,0.5,0.1,0.2,0.023,30.6,8.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.25625,0.03515625
sour pickles,17,0.3,0.079,0.018,0.1,3.5,1.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.3764705882352941,0.1588235294117647
turnip greens cooked,29,0.3,0.091,0.065,0.1,6.3,0.8,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.11034482758620691,0.09310344827586206
jerusalem artichokes,110,0.047,0.0,0.065,0.036,26.2,14.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.5236363636363637,0.003845454545454545
collard raw,12,0.2,0.026,0.049,0.075,2.0,0.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0,0.0,0.06666666666666667,0.15
chrysanthemum cooked,20,0.036,0.0,0.0,0.0,4.3,2.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.4,0.0162
oriental radish dried,314,0.8,0.3,0.1,0.4,73.5,43.3,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.5515923566878981,0.022929936305732486
tomatillos,42,1.3,0.2,0.2,0.6,7.7,5.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.49523809523809526,0.2785714285714286
taro shoots raw,9,0.069,0.016,0.071,0.042,2.0,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.069
acorn squash raw,172,0.4,0.091,0.086,0.2,44.9,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.020930232558139535
leeks dried,10,0.026,0.08,0.055,0.031,2.4,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.023399999999999997
cabbage raw,70,0.3,0.054,0.066,0.021,16.2,9.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.5142857142857142,0.03857142857142857
sweet red peppers cooked,19,0.1,0.012,0.094,0.087,4.5,3.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.6736842105263158,0.04736842105263158
sweet red peppers raw,46,0.4,0.088,0.016,0.1,9.0,6.3,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.5478260869565217,0.0782608695652174
cucumber peeled,16,0.2,0.1,0.068,0.087,2.9,1.8,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.45,0.1125
purslane raw,9,0.2,0.0,0.0,0.0,1.5,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.2
peas onions cooked,81,0.4,0.055,0.049,0.2,15.5,6.8,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.3358024691358025,0.044444444444444446
tomato cooked,22,0.1,0.086,0.069,0.041,4.9,3.1,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.5636363636363636,0.04090909090909091
taro shoots cooked,20,0.1,0.068,0.003,0.037,4.5,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.045
scots kale raw,28,0.4,0.072,0.015,0.2,5.6,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.1285714285714286
artichoke raw,60,0.2,0.056,0.019,0.01,13.5,1.3,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.08666666666666667,0.030000000000000002
navy bean sprouts raw,70,0.7,0.05,0.042,0.4,13.6,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.09
sweet pickles,146,0.7,0.1,0.021,0.2,33.8,29.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.7999999999999999,0.043150684931506846
oriental radish cooked,25,0.4,0.1,0.026,0.2,5.0,2.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.43200000000000005,0.14400000000000002
sweet potato leaves raw,15,0.2,0.088,0.045,0.049,3.1,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.12000000000000001
irishmoss,2,0.049,0.06,0.096,0.091,0.6,0.098,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.196,0.2205
drumstick leaves cooked,25,0.4,0.0,0.0,0.0,4.7,0.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.064,0.14400000000000002
winter squash raw,39,0.2,0.019,0.089,0.086,10.0,2.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.26666666666666666,0.046153846153846156
pumpkin raw,30,0.1,0.065,0.044,0.004,7.5,3.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.4266666666666667,0.030000000000000002
chicory greens,7,0.096,0.078,0.06,0.018,1.4,0.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.1142857142857143,0.12342857142857143
spinach cooked,41,0.5,0.042,0.01,0.2,6.8,0.8,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.07804878048780488,0.10975609756097561
radish pickled,42,0.5,0.1,0.068,0.2,7.8,3.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.2857142857142857,0.10714285714285714
sweet onion,106,0.3,0.0,0.0,0.0,25.0,16.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.6264150943396227,0.025471698113207545
salsify cooked,92,0.2,0.0,0.0,0.0,20.7,3.9,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.16956521739130434,0.01956521739130435
radish seeds sprouted,16,1.0,0.3,0.2,0.4,1.4,0.0,Fats & Oils,14.0,5.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,True,3.5,31.25,0.0,0.5625
turnips raw,51,0.2,0.074,0.098,0.04,11.8,7.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.5490196078431373,0.03529411764705882
burdock root raw,85,0.2,0.069,0.056,0.094,20.5,3.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.16,0.021176470588235293
red cabbage cooked,49,0.2,0.058,0.001,0.095,11.8,5.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.45714285714285713,0.036734693877551024
jute raw,10,0.046,0.0,0.026,0.08,1.6,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.0414
hot chile pepper dried,2,0.054,0.001,0.011,0.077,0.3,0.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.4,0.243
salsify raw,109,0.3,0.0,0.0,0.0,24.7,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.02477064220183486
crookneck squash raw,24,0.3,0.1,0.057,0.1,4.9,4.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.75,0.11249999999999999
indian squash cooked,38,0.4,0.0,0.0,0.0,7.6,4.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.4947368421052632,0.09473684210526316
poi,269,0.3,0.063,0.058,0.1,65.4,0.9,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.013382899628252789,0.01003717472118959
sesbania flower cooked,22,0.007,0.0,0.0,0.0,5.3,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.0028636363636363638
acorn squash cooked,115,0.3,0.023,0.072,0.1,29.9,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.023478260869565216
cauliflower cooked,29,0.6,0.055,0.019,0.3,5.1,2.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.3586206896551724,0.18620689655172412
crookneck squash cooked,34,0.7,0.1,0.089,0.2,6.8,4.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.5294117647058824,0.18529411764705883
laver seaweed,1,0.012,0.066,0.045,0.052,0.1,0.071,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.284,0.108
mountain yam cooked,119,0.1,0.014,0.007,0.099,29.0,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.007563025210084034
pumpkin flowers raw,5,0.084,0.049,0.099,0.05,1.1,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.1512
mustard greens raw,15,0.2,0.072,0.071,0.035,2.6,0.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.18666666666666665,0.12000000000000001
arrowhead,12,0.084,0.0,0.0,0.0,2.4,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.063
japanese cabbage,45,0.2,0.092,0.081,0.092,8.5,2.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.17777777777777778,0.04
mung bean sprouts cooked,24,0.1,0.05,0.007,0.062,4.5,3.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.5833333333333334,0.0375
scallop squash cooked,29,0.3,0.034,0.081,0.1,5.9,2.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.3724137931034483,0.09310344827586206
pumpkin leaves cooked,15,0.2,0.092,0.017,0.093,2.4,0.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.13333333333333333,0.12000000000000001
hungarian pepper,8,0.1,0.082,0.086,0.099,1.8,1.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.5,0.1125
sweet potato baked,103,0.2,0.013,0.072,0.1,23.6,7.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.28737864077669906,0.017475728155339806
chinese cabbage pe tsai raw,12,0.2,0.033,0.087,0.004,2.5,1.1,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.3666666666666667,0.15
taro raw,116,0.2,0.099,0.062,0.01,27.5,0.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.013793103448275864,0.015517241379310345
yam bean jicama,49,0.1,0.061,0.088,0.093,11.5,2.3,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.1877551020408163,0.018367346938775512
olives,10,0.9,0.2,0.6,0.043,0.5,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.8099999999999999
mustard greens cooked,36,0.7,0.053,0.2,0.008,6.3,2.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.2222222222222222,0.175
pumpkin flowers cooked,20,0.1,0.057,0.007,0.084,4.4,3.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.64,0.045
tree fern cooked,57,0.096,0.0,0.0,0.0,15.3,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.015157894736842105
yellow corn raw,606,7.9,1.1,2.1,3.6,123.3,1.1,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.007260726072607262,0.11732673267326735
endive,9,0.1,0.022,0.044,0.072,1.7,0.1,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.044444444444444446,0.1
wakame,36,0.5,0.1,0.002,0.2,7.3,0.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.05555555555555555,0.125
tahitian taro raw,55,1.2,0.2,0.022,0.5,8.6,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.19636363636363635
broccoli raw,31,0.3,0.053,0.028,0.015,6.0,1.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.1935483870967742,0.08709677419354837
sweet green peppers raw,30,0.3,0.053,0.043,0.037,6.9,3.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.48000000000000004,0.09
chinese cabbage pak choi cooked,20,0.3,0.014,0.046,0.1,3.0,1.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.27999999999999997,0.13499999999999998
agar,1,0.058,0.087,0.01,0.028,0.3,0.005,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.02,0.522
watercress,4,0.006,0.071,0.027,0.0,0.4,0.099,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.099,0.0135
beet greens cooked,39,0.3,0.025,0.067,0.1,7.9,0.9,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.09230769230769231,0.06923076923076922
winter squash cooked,76,0.7,0.1,0.083,0.3,18.1,6.8,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.35789473684210527,0.08289473684210526
new zealand spinach raw,8,0.1,0.077,0.078,0.043,1.4,0.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.1,0.1125
okra,4,0.082,0.001,0.019,0.053,0.9,0.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.2,0.1845
yautia tannier,132,0.5,0.1,0.0,0.0,31.9,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.03409090909090909
mustard spinach cooked,29,0.4,0.0,0.0,0.0,5.0,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.12413793103448276
rhubarb cooked,278,0.1,0.08,0.009,0.067,74.9,68.9,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.9913669064748202,0.003237410071942446
beets raw,58,0.2,0.028,0.032,0.067,13.0,9.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.6344827586206896,0.03103448275862069
drumstick pods raw,37,0.2,0.025,0.1,0.037,8.5,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.04864864864864865
baby zucchini,2,0.089,0.02,0.047,0.006,0.3,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.40049999999999997
onion raw,16,0.048,0.077,0.091,0.007,3.7,1.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.425,0.027
romanesco cooked,39,0.4,0.028,0.077,0.2,7.7,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.09230769230769231
butternut squash raw,90,0.2,0.044,0.046,0.019,23.4,4.4,Fats & Oils,14.0,5.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,True,0.6222222222222222,5.555555555555555,0.19555555555555557,0.02
amaranth leaves,6,0.075,0.072,0.033,0.025,1.1,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.11249999999999999
turnip greens raw,18,0.2,0.009,0.04,0.066,3.9,0.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.08888888888888889,0.1
spaghetti squash raw,31,0.6,0.1,0.026,0.2,7.0,2.8,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.36129032258064514,0.17419354838709675
seaweed dry,52,0.3,0.006,0.076,0.2,9.2,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.05192307692307692
yam cooked,158,0.2,0.061,0.018,0.059,37.4,0.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.01772151898734177,0.01139240506329114
corn dried,119,3.0,0.6,1.1,1.3,18.8,6.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.20168067226890757,0.226890756302521
cucumber,23,0.2,0.068,0.044,0.041,5.4,2.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.43478260869565216,0.0782608695652174
arrowroot,78,0.2,0.094,0.083,0.1,16.1,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.023076923076923078
cardoon raw,30,0.2,0.072,0.05,0.054,7.2,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.060000000000000005
bamboo shoots cooked,14,0.3,0.007,0.059,0.1,2.3,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.19285714285714284
