food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,food_category,Protein,Dietary Fiber,Sodium,Cholesterol,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,is_vegan,is_vegetarian,is_eggetarian,is_non_veg,is_high_protein,is_low_carb,is_high_fiber,protein_per_cal,fiber_per_cal,sugar_per_cal,fat_per_cal
barbecue sauce mcdonalds,46,0.3,0.09,0.069,0.1,10.3,9.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.8347826086956521,0.05869565217391304
vinegar oil dressing,72,8.0,1.5,2.4,3.9,0.4,0.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.022222222222222223,1.0
poppyseed dressing,66,5.5,1.0,1.4,2.9,4.0,3.9,Fats & Oils,14.0,5.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,True,0.8484848484848485,7.575757575757576,0.23636363636363636,0.75
honey mustard dressing,70,6.1,0.8,1.7,3.4,3.5,2.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.13714285714285715,0.7842857142857143
french dressing fat free,21,0.024,0.067,0.088,0.097,5.1,2.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.49523809523809526,0.010285714285714285
vinegar,3,0.0,0.0,0.0,0.0,0.089,0.063,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.084,0.0
spray dressing,13,0.9,0.1,0.0,0.0,1.3,1.1,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.3384615384615385,0.6230769230769231
honey mustard dressing fat free,25,0.2,0.031,0.1,0.056,5.8,2.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.43200000000000005,0.07200000000000001
mushroom gravy,119,6.4,1.0,2.8,2.4,13.0,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.48403361344537815
white sauce,368,26.6,7.1,11.1,7.2,22.9,11.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.11956521739130435,0.6505434782608696
marinara pasta sauce,129,3.9,0.4,1.0,1.3,19.9,14.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.4496124031007752,0.27209302325581397
tomato sauce with mushrooms,86,0.3,0.027,0.025,0.1,20.7,14.1,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.6558139534883721,0.0313953488372093
pork gravy powder,25,0.6,0.3,0.3,0.007,4.3,1.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0,0.0,0.272,0.21599999999999997
beef gravy,123,5.5,2.7,2.2,0.2,11.2,0.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.0,0.0,0.016260162601626018,0.4024390243902439
green goddess dressing,64,6.5,0.9,1.4,3.5,1.1,1.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0625,0.9140625
salsa con queso,358,23.8,6.2,6.9,9.1,27.9,4.9,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.05474860335195531,0.5983240223463687
cocktail sauce,19,0.2,0.0,0.0,0.0,4.2,1.8,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.37894736842105264,0.09473684210526316
worcestershire sauce,13,0.0,0.0,0.0,0.0,3.3,1.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.5230769230769231,0.0
barbecue sauce,29,0.1,0.009,0.047,0.064,6.9,5.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.7862068965517242,0.03103448275862069
tomato sauce with onions,103,0.5,0.007,0.047,0.2,24.4,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.043689320388349516
brown gravy dry,22,0.6,0.2,0.3,0.061,3.6,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.24545454545454543
blue cheese dressing light,14,0.4,0.1,0.2,0.1,2.1,0.6,Fats & Oils,0.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,True,False,0.0,0.0,0.17142857142857143,0.2571428571428572
spanish tomato sauce,81,0.7,0.007,0.016,0.3,17.7,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.07777777777777778
oyster sauce,9,0.066,0.016,0.02,0.044,2.0,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.066
cheese sauce,30,2.2,1.2,0.7,0.2,0.8,0.033,Fats & Oils,0.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,True,False,0.0,0.0,0.0044,0.66
hoisin sauce,35,0.5,0.036,0.2,0.3,7.1,4.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.5028571428571429,0.12857142857142856
pickle relish,20,0.061,0.093,0.083,0.036,5.3,4.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.8800000000000001,0.027449999999999995
tomato sauce with herbs cheese,144,4.7,1.5,0.9,2.0,25.0,0.0,Fats & Oils,0.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,0.0,0.0,0.0,0.29375
french dressing,73,7.2,0.9,1.3,3.4,2.5,2.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.14246575342465753,0.8876712328767122
mayonnaise hellmanns,15,1.7,0.9,0.093,0.2,0.087,0.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,0.0,0.0,0.05333333333333334,1.02
canadian maple syrup,76,0.0,0.0,0.0,0.0,19.1,17.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.8947368421052632,0.0
maple syrup,52,0.047,0.036,0.014,0.085,13.4,13.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,1.0461538461538462,0.008134615384615384
barbecue sauce bulls eye,27,0.1,0.028,0.019,0.033,6.4,5.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.8296296296296296,0.03333333333333333
ranch dressing,65,6.7,1.0,1.4,3.9,0.9,0.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.043076923076923075,0.9276923076923077
tomato ketchup mp,15,0.0,4.0,4.0,0.0,0.2,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.0
mayonnaise light,36,3.3,0.5,0.8,1.9,1.4,0.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,0.0,0.0,0.05555555555555555,0.825
mayonnaise dressing,103,11.7,1.6,2.7,6.8,0.066,0.093,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,0.0,0.0,0.003611650485436893,1.0223300970873785
malt syrup,67,0.0,0.0,0.0,0.0,15.0,15.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.8955223880597015,0.0
gravy dry,86,2.0,0.7,0.8,0.4,14.5,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.20930232558139536
cranberry orange relish,490,0.3,0.06,0.0,0.0,127.1,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.005510204081632652
caesar dressing,80,8.5,1.3,2.0,4.8,0.5,0.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.02,0.95625
italian dressing,35,3.1,0.4,0.8,1.6,1.8,1.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.18285714285714286,0.7971428571428572
brown gravy instant,25,0.8,0.4,0.4,0.049,4.0,0.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.096,0.28800000000000003
roquefort cheese dressing,15,1.1,0.4,0.3,0.4,0.4,0.4,Fats & Oils,0.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,True,False,0.0,0.0,0.10666666666666667,0.66
blue cheese dressing,71,7.7,1.2,2.0,4.1,0.7,0.5,Fats & Oils,0.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,True,False,0.0,0.0,0.028169014084507043,0.9760563380281689
duck sauce,80,0.063,0.033,0.065,0.04,19.7,9.9,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.495,0.007087499999999999
au jus,38,0.5,0.2,0.2,0.048,5.9,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.11842105263157894
corn syrup dark,57,0.0,0.0,0.0,0.0,15.5,15.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,1.087719298245614,0.0
buttermilk dressing light,30,1.9,0.2,0.4,0.6,3.2,0.6,Fats & Oils,14.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,True,False,1.8666666666666667,0.0,0.08,0.57
cider vinegar,3,0.0,0.0,0.0,0.0,0.1,0.018,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.023999999999999997,0.0
tartar sauce,32,2.5,0.5,0.5,1.4,2.0,0.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.075,0.703125
pepper hot sauce,1,0.018,0.057,0.031,0.06,0.031,0.065,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.26,0.16199999999999998
tomato chili sauce,6,0.095,0.076,0.097,0.064,1.2,0.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.39999999999999997,0.1425
turkey gravy dry,26,0.5,0.1,0.2,0.2,4.6,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0,0.0,0.0,0.17307692307692307
salsa sauce,5,0.039,0.07,0.048,0.089,1.2,0.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.5599999999999999,0.0702
steak sauce,16,0.004,0.0,0.0,0.0,3.7,1.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.425,0.0022500000000000003
molasses,58,0.068,0.052,0.021,0.068,14.9,14.9,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,1.0275862068965518,0.010551724137931037
italian dressing fat free,7,0.1,0.099,0.018,0.022,1.2,1.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.6857142857142857,0.1285714285714286
plum sauce,35,0.2,0.094,0.007,0.1,8.1,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.05142857142857143
chow mein stir fry master foods,26,0.2,5.5,0.6,0.0,0.0,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.06923076923076923
beef gravy instant,25,0.6,0.3,0.2,0.08,4.1,1.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0,0.0,0.256,0.21599999999999997
horseradish,2,0.085,0.007,0.005,0.029,0.6,0.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.8,0.3825
grenadine,54,0.0,0.0,0.0,0.0,13.4,9.3,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.688888888888889,0.0
tabasco sauce,1,0.002,0.051,0.086,0.089,0.006,0.067,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.268,0.018000000000000002
sweet sour sauce,26,0.084,0.0,0.0,0.0,6.7,3.3,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.5076923076923077,0.029076923076923077
salsa verde,6,0.1,0.0,0.0,0.0,1.0,0.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.3333333333333333,0.15
miso,40,1.2,0.2,0.2,0.6,5.1,1.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.12,0.26999999999999996
sprouted soybean cooked,76,4.2,0.6,0.9,2.4,6.1,0.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.021052631578947368,0.4973684210526316
soy flour roasted,375,18.6,2.7,4.1,10.5,28.6,6.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.06933333333333333,0.4464
soy flour low fat,330,7.8,1.1,1.3,3.7,30.7,9.3,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.11272727272727273,0.21272727272727274
green soybean cooked,127,5.8,0.7,1.1,2.7,9.9,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.4110236220472441
azumaya tofu vitasoy,316,16.6,2.0,4.7,9.9,9.1,1.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.020253164556962026,0.4727848101265823
soy proteins isolate,96,1.0,0.1,0.2,0.5,2.1,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.09375
tofu yogurt,246,4.7,0.7,1.0,2.7,41.8,3.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,0.0,0.0,0.05203252032520325,0.17195121951219514
bacon meatless,446,42.5,6.7,10.2,22.2,9.1,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0,0.0,0.0,0.8576233183856502
meatless chicken fried,304,16.6,1.5,4.2,6.0,11.1,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0,0.0,0.0,0.49144736842105263
soymilk,109,4.8,0.5,1.0,2.9,8.4,6.1,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,0.0,0.0,0.2238532110091743,0.39633027522935776
soy vermicelli,463,0.1,0.092,0.005,0.093,115.2,24.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.21079913606911446,0.0019438444924406047
tofu fried,35,2.6,0.4,0.6,1.5,1.2,0.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.045714285714285714,0.6685714285714286
tempeh,320,17.9,3.7,5.0,6.4,15.6,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.5034375
koyadofu,81,5.2,0.7,1.1,2.9,1.7,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.5777777777777778
meatless meatloaf,110,5.0,0.8,1.2,2.6,4.5,0.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0,0.0,0.025454545454545452,0.4090909090909091
soya vanille joghurt alpro,21,0.6,0.1,2.7,2.6,1.0,0.09,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.017142857142857144,0.2571428571428571
soybean curd cheese,340,18.2,2.6,4.0,10.3,15.5,3.6,Fats & Oils,0.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,True,False,0.0,0.0,0.042352941176470586,0.4817647058823529
soy sauce,8,0.054,0.025,0.059,0.099,0.8,0.097,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0485,0.06075
soybean dry roasted,419,20.1,2.9,4.4,11.4,30.4,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.4317422434367542
soybean oil,120,13.6,2.1,3.1,7.9,0.0,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,1.02
meatless chicken,376,21.4,3.1,4.6,12.2,6.1,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0,0.0,0.0,0.5122340425531915
soybean cooked,296,15.4,2.2,3.4,8.7,17.1,5.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.07027027027027027,0.46824324324324323
soymilk nonfat,68,0.046,0.0,0.0,0.046,10.1,8.9,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,0.0,0.0,0.5235294117647059,0.006088235294117647
soy flour,23,1.1,0.2,0.2,0.6,1.8,0.4,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.06956521739130435,0.43043478260869567
soybean lecithin oil,104,13.6,2.0,1.5,6.2,0.0,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,1.1769230769230767
tofu raw,188,11.9,1.7,2.6,6.7,4.7,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.5696808510638298
soy chips,109,2.1,0.3,0.5,1.1,15.0,0.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.01834862385321101,0.17339449541284405
green soybean raw,376,17.4,2.0,3.3,8.2,28.3,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.41648936170212764
soy proteins concentrate,93,0.1,0.04,0.092,0.099,7.2,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.00967741935483871
soybean margarine,34,3.8,0.8,1.8,1.0,0.043,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,1.0058823529411764
chocolate soymilk nonfat,107,0.046,0.0,0.0,0.012,20.7,8.9,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,0.0,0.0,0.33271028037383177,0.003869158878504673
okara,93,2.1,0.2,0.4,0.9,15.3,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.20322580645161292
meatless meatballs,284,13.0,2.1,3.2,6.7,11.5,1.8,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0,0.0,0.02535211267605634,0.4119718309859155
vanilla soymilk,131,4.3,0.5,1.0,2.3,15.3,9.7,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,0.0,0.0,0.2961832061068702,0.2954198473282442
soy meal raw,414,2.9,0.3,0.5,1.3,49.0,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.06304347826086956
soymilk low fat,104,1.5,0.0,0.5,1.0,17.5,8.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,0.0,0.0,0.3269230769230769,0.12980769230769232
sprouted soybean raw,85,4.7,0.7,1.1,2.6,6.7,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0,0.49764705882352944
soybean raw,830,37.1,5.4,8.2,20.9,56.1,13.6,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0655421686746988,0.40228915662650605
tempeh cooked,55,3.2,1.0,1.1,0.7,2.6,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.5236363636363637
vanilla soymilk light,83,2.1,0.2,0.6,1.4,9.4,1.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,0.0,0.0,0.04819277108433735,0.227710843373494
chocolate soymilk,153,3.7,0.6,0.9,2.0,24.2,19.1,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,0.0,0.0,0.49934640522875823,0.21764705882352944
soy oil,120,13.6,3.4,8.3,1.3,0.0,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,1.02
natto,169,8.8,1.3,1.9,5.0,11.5,3.9,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.0923076923076923,0.4686390532544379
chrysanthemum raw,12,0.3,0.0,0.0,0.0,1.5,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.22499999999999998
gourd cooked,100,0.6,0.035,0.1,0.3,25.5,9.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.368,0.05399999999999999
cauliflower raw,3,0.081,0.094,0.061,0.07,0.6,0.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.26666666666666666,0.243
red cabbage raw,53,0.3,0.002,0.028,0.1,12.5,6.5,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0,0.0,0.49056603773584906,0.05094339622641509
broccoli raab raw,9,0.2,0.047,0.027,0.097,1.1,0.2,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.08888888888888889,0.2
napa cabbage cooked,13,0.2,0.0,0.0,0.0,2.4,0.0,Fats & Oils,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0,0.0,0.0,0.13846153846153847
